,datasetName,accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro
0,cora,0.8726937269372693,0.8745199415244207,0.8726937269372693,0.8727880098772532,0.8540114546430797,0.86267513848159,0.8570205838083613
1,citeseer,0.7402402402402403,0.7365777488891713,0.7402402402402403,0.7324663614601143,0.7251875294290285,0.7017076073684426,0.7037728542302394
