,epoch_config,accuracy,precision,recall,f1
0,5,0.8394833948339483,0.8402325604192055,0.8394833948339483,0.8387424082401567
1,10,0.8542435424354243,0.854846981674336,0.8542435424354243,0.8537196891605221
2,15,0.8911439114391144,0.8920968237344442,0.8911439114391144,0.891208001963355
3,20,0.8763837638376384,0.8764196005576772,0.8763837638376384,0.8762257846026413
4,25,0.8856088560885609,0.8868505442573222,0.8856088560885609,0.8858244099461914
5,30,0.8690036900369004,0.8688438828714196,0.8690036900369004,0.8686061173944287
6,40,0.8708487084870848,0.871577161319433,0.8708487084870848,0.8704399106530271
7,50,0.8671586715867159,0.8677156764248104,0.8671586715867159,0.8669063271090697
